												SUCCESSFUL

_replace_verse

----------------------------------------Reference not found. Skipping...(1, 6, range(9, 11))-Guajajara
Reference not found. Skipping...(4, 11, range(8, 10))-NTLH
Reference not found. Skipping...(4, 11, range(8, 10))-NVI



Reference not found. Skipping...(4, 15, range(4, 6))-Guajajara
Reference not found. Skipping...(4, 15, range(4, 6))-Guarani
Reference not found. Skipping...(4, 15, range(4, 6))-NVI



Reference not found. Skipping...(4, 15, range(4, 6))-aa
Reference not found. Skipping...(4, 15, range(4, 6))-acf
Reference not found. Skipping...(4, 15, range(4, 6))-Guajajara
Reference not found. Skipping...(4, 15, range(4, 6))-Guarani
Reference not found. Skipping...(4, 15, range(4, 6))-NTLH
Reference not found. Skipping...(4, 15, range(4, 6))-NVI



Reference not found. Skipping...(4, 16, range(6, 8))-Guajajara
Reference not found. Skipping...(4, 16, range(6, 8))-Guarani
Reference not found. Skipping...(4, 16, range(6, 8))-NVI



Reference not found. Skipping...(4, 16, range(6, 8))-aa
Reference not found. Skipping...(4, 16, range(6, 8))-acf
Reference not found. Skipping...(4, 16, range(6, 8))-Guajajara
Reference not found. Skipping...(4, 16, range(6, 8))-Guarani
Reference not found. Skipping...(4, 16, range(6, 8))-NTLH
Reference not found. Skipping...(4, 16, range(6, 8))-NVI



Reference not found. Skipping...(4, 26, range(3, 5))-Guajajara
Reference not found. Skipping...(4, 26, range(3, 5))-Guarani
Reference not found. Skipping...(4, 26, range(3, 5))-NVI



Reference not found. Skipping...(4, 26, range(3, 5))-aa
Reference not found. Skipping...(4, 26, range(3, 5))-acf
Reference not found. Skipping...(4, 26, range(3, 5))-Guajajara
Reference not found. Skipping...(4, 26, range(3, 5))-Guarani
Reference not found. Skipping...(4, 26, range(3, 5))-NTLH
Reference not found. Skipping...(4, 26, range(3, 5))-NVI



Reference not found. Skipping...(4, 26, range(19, 22))-Guajajara
Reference not found. Skipping...(4, 26, range(19, 22))-Guarani
Reference not found. Skipping...(4, 26, range(19, 22))-NVI



Reference not found. Skipping...(4, 26, range(19, 22))-Guajajara
Reference not found. Skipping...(4, 26, range(19, 22))-Guarani
Reference not found. Skipping...(4, 26, range(19, 22))-NVI



Reference not found. Skipping...(4, 26, range(19, 22))-aa
Reference not found. Skipping...(4, 26, range(19, 22))-acf
Reference not found. Skipping...(4, 26, range(19, 22))-Guajajara
Reference not found. Skipping...(4, 26, range(19, 22))-Guarani
Reference not found. Skipping...(4, 26, range(19, 22))-NTLH
Reference not found. Skipping...(4, 26, range(19, 22))-NVI



Reference not found. Skipping...(4, 26, range(54, 57))-Guajajara
Reference not found. Skipping...(4, 26, range(54, 57))-Guarani
Reference not found. Skipping...(4, 26, range(54, 57))-NVI



Reference not found. Skipping...(4, 26, range(54, 57))-aa
Reference not found. Skipping...(4, 26, range(54, 57))-acf
Reference not found. Skipping...(4, 26, range(54, 57))-Guajajara
Reference not found. Skipping...(4, 26, range(54, 57))-Guarani
Reference not found. Skipping...(4, 26, range(54, 57))-NTLH
Reference not found. Skipping...(4, 26, range(54, 57))-NVI



Reference not found. Skipping...(4, 26, range(54, 57))-aa
Reference not found. Skipping...(4, 26, range(54, 57))-acf
Reference not found. Skipping...(4, 26, range(54, 57))-Guajajara
Reference not found. Skipping...(4, 26, range(54, 57))-Guarani
Reference not found. Skipping...(4, 26, range(54, 57))-NTLH
Reference not found. Skipping...(4, 26, range(54, 57))-NVI



Reference not found. Skipping...(4, 27, range(19, 21))-Guajajara
Reference not found. Skipping...(4, 27, range(19, 21))-Guarani
Reference not found. Skipping...(4, 27, range(19, 21))-NVI



Reference not found. Skipping...(4, 27, range(19, 21))-aa
Reference not found. Skipping...(4, 27, range(19, 21))-acf
Reference not found. Skipping...(4, 27, range(19, 21))-Guajajara
Reference not found. Skipping...(4, 27, range(19, 21))-Guarani
Reference not found. Skipping...(4, 27, range(19, 21))-NTLH
Reference not found. Skipping...(4, 27, range(19, 21))-NVI



Reference not found. Skipping...(4, 29, range(18, 20))-Guajajara
Reference not found. Skipping...(4, 29, range(18, 20))-Guarani
Reference not found. Skipping...(4, 29, range(18, 20))-NVI



Reference not found. Skipping...(4, 29, range(18, 20))-aa
Reference not found. Skipping...(4, 29, range(18, 20))-acf
Reference not found. Skipping...(4, 29, range(18, 20))-Guajajara
Reference not found. Skipping...(4, 29, range(18, 20))-Guarani
Reference not found. Skipping...(4, 29, range(18, 20))-NTLH
Reference not found. Skipping...(4, 29, range(18, 20))-NVI



Reference not found. Skipping...(4, 29, range(21, 23))-Guajajara
Reference not found. Skipping...(4, 29, range(21, 23))-Guarani
Reference not found. Skipping...(4, 29, range(21, 23))-NVI



Reference not found. Skipping...(4, 29, range(21, 23))-aa
Reference not found. Skipping...(4, 29, range(21, 23))-acf
Reference not found. Skipping...(4, 29, range(21, 23))-Guajajara
Reference not found. Skipping...(4, 29, range(21, 23))-Guarani
Reference not found. Skipping...(4, 29, range(21, 23))-NTLH
Reference not found. Skipping...(4, 29, range(21, 23))-NVI



Reference not found. Skipping...(4, 29, range(24, 26))-Guajajara
Reference not found. Skipping...(4, 29, range(24, 26))-Guarani
Reference not found. Skipping...(4, 29, range(24, 26))-NVI



Reference not found. Skipping...(4, 29, range(24, 26))-aa
Reference not found. Skipping...(4, 29, range(24, 26))-acf
Reference not found. Skipping...(4, 29, range(24, 26))-Guajajara
Reference not found. Skipping...(4, 29, range(24, 26))-Guarani
Reference not found. Skipping...(4, 29, range(24, 26))-NTLH
Reference not found. Skipping...(4, 29, range(24, 26))-NVI



Reference not found. Skipping...(4, 29, range(27, 29))-Guajajara
Reference not found. Skipping...(4, 29, range(27, 29))-Guarani
Reference not found. Skipping...(4, 29, range(27, 29))-NVI



Reference not found. Skipping...(4, 29, range(27, 29))-aa
Reference not found. Skipping...(4, 29, range(27, 29))-acf
Reference not found. Skipping...(4, 29, range(27, 29))-Guajajara
Reference not found. Skipping...(4, 29, range(27, 29))-Guarani
Reference not found. Skipping...(4, 29, range(27, 29))-NTLH
Reference not found. Skipping...(4, 29, range(27, 29))-NVI



Reference not found. Skipping...(4, 29, range(30, 32))-Guajajara
Reference not found. Skipping...(4, 29, range(30, 32))-Guarani
Reference not found. Skipping...(4, 29, range(30, 32))-NVI



Reference not found. Skipping...(4, 29, range(30, 32))-aa
Reference not found. Skipping...(4, 29, range(30, 32))-acf
Reference not found. Skipping...(4, 29, range(30, 32))-Guajajara
Reference not found. Skipping...(4, 29, range(30, 32))-Guarani
Reference not found. Skipping...(4, 29, range(30, 32))-NTLH
Reference not found. Skipping...(4, 29, range(30, 32))-NVI



Reference not found. Skipping...(4, 29, range(33, 35))-Guajajara
Reference not found. Skipping...(4, 29, range(33, 35))-Guarani
Reference not found. Skipping...(4, 29, range(33, 35))-NVI



Reference not found. Skipping...(4, 29, range(33, 35))-aa
Reference not found. Skipping...(4, 29, range(33, 35))-acf
Reference not found. Skipping...(4, 29, range(33, 35))-Guajajara
Reference not found. Skipping...(4, 29, range(33, 35))-Guarani
Reference not found. Skipping...(4, 29, range(33, 35))-NTLH
Reference not found. Skipping...(4, 29, range(33, 35))-NVI



Reference not found. Skipping...(4, 29, range(37, 39))-Guajajara
Reference not found. Skipping...(4, 29, range(37, 39))-Guarani
Reference not found. Skipping...(4, 29, range(37, 39))-NVI



Reference not found. Skipping...(4, 29, range(37, 39))-aa
Reference not found. Skipping...(4, 29, range(37, 39))-acf
Reference not found. Skipping...(4, 29, range(37, 39))-Guajajara
Reference not found. Skipping...(4, 29, range(37, 39))-Guarani
Reference not found. Skipping...(4, 29, range(37, 39))-NTLH
Reference not found. Skipping...(4, 29, range(37, 39))-NVI



Reference not found. Skipping...(4, 32, range(3, 5))-Guajajara
Reference not found. Skipping...(4, 32, range(3, 5))-Guarani
Reference not found. Skipping...(4, 32, range(3, 5))-NVI



Reference not found. Skipping...(4, 32, range(3, 5))-aa
Reference not found. Skipping...(4, 32, range(3, 5))-acf
Reference not found. Skipping...(4, 32, range(3, 5))-Guajajara
Reference not found. Skipping...(4, 32, range(3, 5))-Guarani
Reference not found. Skipping...(4, 32, range(3, 5))-NTLH
Reference not found. Skipping...(4, 32, range(3, 5))-NVI



Reference not found. Skipping...(4, 34, range(14, 16))-Guajajara
Reference not found. Skipping...(4, 34, range(14, 16))-Guarani
Reference not found. Skipping...(4, 34, range(14, 16))-NVI



Reference not found. Skipping...(4, 34, range(14, 16))-aa
Reference not found. Skipping...(4, 34, range(14, 16))-acf
Reference not found. Skipping...(4, 34, range(14, 16))-Guajajara
Reference not found. Skipping...(4, 34, range(14, 16))-Guarani
Reference not found. Skipping...(4, 34, range(14, 16))-NTLH
Reference not found. Skipping...(4, 34, range(14, 16))-NVI



Reference not found. Skipping...(4, 35, range(16, 19))-Guajajara
Reference not found. Skipping...(4, 35, range(16, 19))-Guarani
Reference not found. Skipping...(4, 35, range(16, 19))-NVI



Reference not found. Skipping...(4, 35, range(16, 19))-aa
Reference not found. Skipping...(4, 35, range(16, 19))-acf
Reference not found. Skipping...(4, 35, range(16, 19))-Guajajara
Reference not found. Skipping...(4, 35, range(16, 19))-Guarani
Reference not found. Skipping...(4, 35, range(16, 19))-NTLH
Reference not found. Skipping...(4, 35, range(16, 19))-NVI



Reference not found. Skipping...(4, 35, range(16, 19))-aa
Reference not found. Skipping...(4, 35, range(16, 19))-acf
Reference not found. Skipping...(4, 35, range(16, 19))-Guajajara
Reference not found. Skipping...(4, 35, range(16, 19))-Guarani
Reference not found. Skipping...(4, 35, range(16, 19))-NTLH
Reference not found. Skipping...(4, 35, range(16, 19))-NVI



Reference not found. Skipping...(4, 36, range(10, 12))-Guajajara
Reference not found. Skipping...(4, 36, range(10, 12))-Guarani
Reference not found. Skipping...(4, 36, range(10, 12))-NVI



Reference not found. Skipping...(4, 36, range(10, 12))-aa
Reference not found. Skipping...(4, 36, range(10, 12))-acf
Reference not found. Skipping...(4, 36, range(10, 12))-Guajajara
Reference not found. Skipping...(4, 36, range(10, 12))-Guarani
Reference not found. Skipping...(4, 36, range(10, 12))-NTLH
Reference not found. Skipping...(4, 36, range(10, 12))-NVI



Reference not found. Skipping...(5, 16, range(5, 7))-Guajajara
Reference not found. Skipping...(5, 16, range(5, 7))-Guarani
Reference not found. Skipping...(5, 16, range(5, 7))-NVI



Reference not found. Skipping...(5, 16, range(5, 7))-aa
Reference not found. Skipping...(5, 16, range(5, 7))-acf
Reference not found. Skipping...(5, 16, range(5, 7))-Guajajara
Reference not found. Skipping...(5, 16, range(5, 7))-Guarani
Reference not found. Skipping...(5, 16, range(5, 7))-NTLH
Reference not found. Skipping...(5, 16, range(5, 7))-NVI



Reference not found. Skipping...(5, 19, range(2, 4))-Guajajara
Reference not found. Skipping...(5, 19, range(2, 4))-Guarani
Reference not found. Skipping...(5, 19, range(2, 4))-NVI



Reference not found. Skipping...(5, 19, range(2, 4))-aa
Reference not found. Skipping...(5, 19, range(2, 4))-acf
Reference not found. Skipping...(5, 19, range(2, 4))-Guajajara
Reference not found. Skipping...(5, 19, range(2, 4))-Guarani
Reference not found. Skipping...(5, 19, range(2, 4))-NTLH
Reference not found. Skipping...(5, 19, range(2, 4))-NVI



Reference not found. Skipping...(5, 28, range(54, 56))-Guajajara
Reference not found. Skipping...(5, 28, range(54, 56))-Guarani
Reference not found. Skipping...(5, 28, range(54, 56))-NVI



Reference not found. Skipping...(5, 28, range(54, 56))-aa
Reference not found. Skipping...(5, 28, range(54, 56))-acf
Reference not found. Skipping...(5, 28, range(54, 56))-Guajajara
Reference not found. Skipping...(5, 28, range(54, 56))-Guarani
Reference not found. Skipping...(5, 28, range(54, 56))-NTLH
Reference not found. Skipping...(5, 28, range(54, 56))-NVI



Reference not found. Skipping...(5, 28, range(56, 58))-Guajajara
Reference not found. Skipping...(5, 28, range(56, 58))-Guarani
Reference not found. Skipping...(5, 28, range(56, 58))-NVI



Reference not found. Skipping...(5, 28, range(56, 58))-aa
Reference not found. Skipping...(5, 28, range(56, 58))-acf
Reference not found. Skipping...(5, 28, range(56, 58))-Guajajara
Reference not found. Skipping...(5, 28, range(56, 58))-Guarani
Reference not found. Skipping...(5, 28, range(56, 58))-NTLH
Reference not found. Skipping...(5, 28, range(56, 58))-NVI



Reference not found. Skipping...(5, 30, range(17, 19))-Guajajara
Reference not found. Skipping...(5, 30, range(17, 19))-Guarani
Reference not found. Skipping...(5, 30, range(17, 19))-NVI



Reference not found. Skipping...(5, 30, range(17, 19))-aa
Reference not found. Skipping...(5, 30, range(17, 19))-acf
Reference not found. Skipping...(5, 30, range(17, 19))-Guajajara
Reference not found. Skipping...(5, 30, range(17, 19))-Guarani
Reference not found. Skipping...(5, 30, range(17, 19))-NTLH
Reference not found. Skipping...(5, 30, range(17, 19))-NVI



Reference not found. Skipping...(6, 3, range(14, 16))-Guajajara
Reference not found. Skipping...(6, 3, range(14, 16))-Guarani
Reference not found. Skipping...(6, 3, range(14, 16))-NVI



Reference not found. Skipping...(6, 3, range(14, 16))-aa
Reference not found. Skipping...(6, 3, range(14, 16))-acf
Reference not found. Skipping...(6, 3, range(14, 16))-Guajajara
Reference not found. Skipping...(6, 3, range(14, 16))-Guarani
Reference not found. Skipping...(6, 3, range(14, 16))-NTLH
Reference not found. Skipping...(6, 3, range(14, 16))-NVI



Reference not found. Skipping...(6, 21, range(1, 3))-Guajajara
Reference not found. Skipping...(6, 21, range(1, 3))-Guarani
Reference not found. Skipping...(6, 21, range(1, 3))-NVI



Reference not found. Skipping...(6, 21, range(1, 3))-aa
Reference not found. Skipping...(6, 21, range(1, 3))-acf
Reference not found. Skipping...(6, 21, range(1, 3))-Guajajara
Reference not found. Skipping...(6, 21, range(1, 3))-Guarani
Reference not found. Skipping...(6, 21, range(1, 3))-NTLH
Reference not found. Skipping...(6, 21, range(1, 3))-NVI



Reference not found. Skipping...(6, 23, range(15, 17))-Guajajara
Reference not found. Skipping...(6, 23, range(15, 17))-Guarani
Reference not found. Skipping...(6, 23, range(15, 17))-NVI



Reference not found. Skipping...(6, 23, range(15, 17))-aa
Reference not found. Skipping...(6, 23, range(15, 17))-acf
Reference not found. Skipping...(6, 23, range(15, 17))-Guajajara
Reference not found. Skipping...(6, 23, range(15, 17))-Guarani
Reference not found. Skipping...(6, 23, range(15, 17))-NTLH
Reference not found. Skipping...(6, 23, range(15, 17))-NVI






Reference not found. Skipping...(7, 1, range(22, 24))-aa
Reference not found. Skipping...(7, 1, range(22, 24))-acf
Reference not found. Skipping...(7, 1, range(22, 24))-Guajajara
Reference not found. Skipping...(7, 1, range(22, 24))-Guarani
Reference not found. Skipping...(7, 1, range(22, 24))-NTLH
Reference not found. Skipping...(7, 1, range(22, 24))-NVI



Reference not found. Skipping...(7, 13, range(15, 17))-Guajajara
Reference not found. Skipping...(7, 13, range(15, 17))-Guarani
Reference not found. Skipping...(7, 13, range(15, 17))-NVI



Reference not found. Skipping...(7, 13, range(15, 17))-aa
Reference not found. Skipping...(7, 13, range(15, 17))-acf
Reference not found. Skipping...(7, 13, range(15, 17))-Guajajara
Reference not found. Skipping...(7, 13, range(15, 17))-Guarani
Reference not found. Skipping...(7, 13, range(15, 17))-NTLH
Reference not found. Skipping...(7, 13, range(15, 17))-NVI



Reference not found. Skipping...(7, 14, range(12, 14))-Guajajara
Reference not found. Skipping...(7, 14, range(12, 14))-Guarani
Reference not found. Skipping...(7, 14, range(12, 14))-NVI



Reference not found. Skipping...(7, 14, range(12, 14))-aa
Reference not found. Skipping...(7, 14, range(12, 14))-acf
Reference not found. Skipping...(7, 14, range(12, 14))-Guajajara
Reference not found. Skipping...(7, 14, range(12, 14))-Guarani
Reference not found. Skipping...(7, 14, range(12, 14))-NTLH
Reference not found. Skipping...(7, 14, range(12, 14))-NVI



Reference not found. Skipping...(7, 20, range(22, 24))-Guajajara
Reference not found. Skipping...(7, 20, range(22, 24))-Guarani
Reference not found. Skipping...(7, 20, range(22, 24))-NVI



Reference not found. Skipping...(7, 20, range(22, 24))-aa
Reference not found. Skipping...(7, 20, range(22, 24))-acf
Reference not found. Skipping...(7, 20, range(22, 24))-Guajajara
Reference not found. Skipping...(7, 20, range(22, 24))-Guarani
Reference not found. Skipping...(7, 20, range(22, 24))-NTLH
Reference not found. Skipping...(7, 20, range(22, 24))-NVI



Reference not found. Skipping...(9, 17, range(50, 52))-Guajajara
Reference not found. Skipping...(9, 17, range(50, 52))-Guarani
Reference not found. Skipping...(9, 17, range(50, 52))-NVI



Reference not found. Skipping...(9, 17, range(50, 52))-aa
Reference not found. Skipping...(9, 17, range(50, 52))-acf
Reference not found. Skipping...(9, 17, range(50, 52))-Guajajara
Reference not found. Skipping...(9, 17, range(50, 52))-Guarani
Reference not found. Skipping...(9, 17, range(50, 52))-NTLH
Reference not found. Skipping...(9, 17, range(50, 52))-NVI



Reference not found. Skipping...(9, 25, range(2, 4))-Guajajara
Reference not found. Skipping...(9, 25, range(2, 4))-Guarani
Reference not found. Skipping...(9, 25, range(2, 4))-NVI



Reference not found. Skipping...(9, 25, range(2, 4))-aa
Reference not found. Skipping...(9, 25, range(2, 4))-acf
Reference not found. Skipping...(9, 25, range(2, 4))-Guajajara
Reference not found. Skipping...(9, 25, range(2, 4))-Guarani
Reference not found. Skipping...(9, 25, range(2, 4))-NTLH
Reference not found. Skipping...(9, 25, range(2, 4))-NVI



Reference not found. Skipping...(9, 30, range(29, 32))-Guajajara
Reference not found. Skipping...(9, 30, range(29, 32))-Guarani
Reference not found. Skipping...(9, 30, range(29, 32))-NVI



Reference not found. Skipping...(9, 30, range(29, 32))-aa
Reference not found. Skipping...(9, 30, range(29, 32))-acf
Reference not found. Skipping...(9, 30, range(29, 32))-Guajajara
Reference not found. Skipping...(9, 30, range(29, 32))-Guarani
Reference not found. Skipping...(9, 30, range(29, 32))-NTLH
Reference not found. Skipping...(9, 30, range(29, 32))-NVI



Reference not found. Skipping...(9, 30, range(29, 32))-aa
Reference not found. Skipping...(9, 30, range(29, 32))-acf
Reference not found. Skipping...(9, 30, range(29, 32))-Guajajara
Reference not found. Skipping...(9, 30, range(29, 32))-Guarani
Reference not found. Skipping...(9, 30, range(29, 32))-NTLH
Reference not found. Skipping...(9, 30, range(29, 32))-NVI



Reference not found. Skipping...(10, 3, range(9, 11))-Guajajara
Reference not found. Skipping...(10, 3, range(9, 11))-Guarani
Reference not found. Skipping...(10, 3, range(9, 11))-NVI



Reference not found. Skipping...(10, 3, range(9, 11))-aa
Reference not found. Skipping...(10, 3, range(9, 11))-acf
Reference not found. Skipping...(10, 3, range(9, 11))-Guajajara
Reference not found. Skipping...(10, 3, range(9, 11))-Guarani
Reference not found. Skipping...(10, 3, range(9, 11))-NTLH
Reference not found. Skipping...(10, 3, range(9, 11))-NVI



Reference not found. Skipping...(10, 4, range(9, 12))-Guajajara
Reference not found. Skipping...(10, 4, range(9, 12))-Guarani
Reference not found. Skipping...(10, 4, range(9, 12))-NVI



Reference not found. Skipping...(10, 4, range(9, 12))-aa
Reference not found. Skipping...(10, 4, range(9, 12))-acf
Reference not found. Skipping...(10, 4, range(9, 12))-Guajajara
Reference not found. Skipping...(10, 4, range(9, 12))-Guarani
Reference not found. Skipping...(10, 4, range(9, 12))-NTLH
Reference not found. Skipping...(10, 4, range(9, 12))-NVI



Reference not found. Skipping...(10, 4, range(9, 12))-aa
Reference not found. Skipping...(10, 4, range(9, 12))-acf
Reference not found. Skipping...(10, 4, range(9, 12))-Guajajara
Reference not found. Skipping...(10, 4, range(9, 12))-Guarani
Reference not found. Skipping...(10, 4, range(9, 12))-NTLH
Reference not found. Skipping...(10, 4, range(9, 12))-NVI



Reference not found. Skipping...(10, 7, range(10, 12))-Guajajara
Reference not found. Skipping...(10, 7, range(10, 12))-Guarani
Reference not found. Skipping...(10, 7, range(10, 12))-NVI



Reference not found. Skipping...(10, 7, range(10, 12))-aa
Reference not found. Skipping...(10, 7, range(10, 12))-acf
Reference not found. Skipping...(10, 7, range(10, 12))-Guajajara
Reference not found. Skipping...(10, 7, range(10, 12))-Guarani
Reference not found. Skipping...(10, 7, range(10, 12))-NTLH
Reference not found. Skipping...(10, 7, range(10, 12))-NVI



Reference not found. Skipping...(10, 17, range(28, 30))-Guajajara
Reference not found. Skipping...(10, 17, range(28, 30))-Guarani
Reference not found. Skipping...(10, 17, range(28, 30))-NVI



Reference not found. Skipping...(10, 17, range(28, 30))-aa
Reference not found. Skipping...(10, 17, range(28, 30))-acf
Reference not found. Skipping...(10, 17, range(28, 30))-Guajajara
Reference not found. Skipping...(10, 17, range(28, 30))-Guarani
Reference not found. Skipping...(10, 17, range(28, 30))-NTLH
Reference not found. Skipping...(10, 17, range(28, 30))-NVI



Reference not found. Skipping...(10, 23, range(22, 24))-Guajajara
Reference not found. Skipping...(10, 23, range(22, 24))-Guarani
Reference not found. Skipping...(10, 23, range(22, 24))-NVI



Reference not found. Skipping...(10, 23, range(22, 24))-aa
Reference not found. Skipping...(10, 23, range(22, 24))-acf
Reference not found. Skipping...(10, 23, range(22, 24))-Guajajara
Reference not found. Skipping...(10, 23, range(22, 24))-Guarani
Reference not found. Skipping...(10, 23, range(22, 24))-NTLH
Reference not found. Skipping...(10, 23, range(22, 24))-NVI



Reference not found. Skipping...(11, 1, range(5, 7))-Guajajara
Reference not found. Skipping...(11, 1, range(5, 7))-Guarani
Reference not found. Skipping...(11, 1, range(5, 7))-NVI



Reference not found. Skipping...(11, 1, range(5, 7))-aa
Reference not found. Skipping...(11, 1, range(5, 7))-acf
Reference not found. Skipping...(11, 1, range(5, 7))-Guajajara
Reference not found. Skipping...(11, 1, range(5, 7))-Guarani
Reference not found. Skipping...(11, 1, range(5, 7))-NTLH
Reference not found. Skipping...(11, 1, range(5, 7))-NVI



Reference not found. Skipping...(11, 6, range(24, 27))-Guajajara
Reference not found. Skipping...(11, 6, range(24, 27))-Guarani
Reference not found. Skipping...(11, 6, range(24, 27))-NVI



Reference not found. Skipping...(11, 6, range(24, 27))-Guajajara
Reference not found. Skipping...(11, 6, range(24, 27))-Guarani
Reference not found. Skipping...(11, 6, range(24, 27))-NVI



Reference not found. Skipping...(11, 6, range(24, 27))-aa
Reference not found. Skipping...(11, 6, range(24, 27))-acf
Reference not found. Skipping...(11, 6, range(24, 27))-Guajajara
Reference not found. Skipping...(11, 6, range(24, 27))-Guarani
Reference not found. Skipping...(11, 6, range(24, 27))-NTLH
Reference not found. Skipping...(11, 6, range(24, 27))-NVI



Reference not found. Skipping...(11, 7, range(2, 4))-Guajajara
Reference not found. Skipping...(11, 7, range(2, 4))-Guarani
Reference not found. Skipping...(11, 7, range(2, 4))-NVI



Reference not found. Skipping...(11, 7, range(2, 4))-aa
Reference not found. Skipping...(11, 7, range(2, 4))-acf
Reference not found. Skipping...(11, 7, range(2, 4))-Guajajara
Reference not found. Skipping...(11, 7, range(2, 4))-Guarani
Reference not found. Skipping...(11, 7, range(2, 4))-NTLH
Reference not found. Skipping...(11, 7, range(2, 4))-NVI



Reference not found. Skipping...(11, 7, range(40, 46))-Guajajara
Reference not found. Skipping...(11, 7, range(40, 46))-Guarani
Reference not found. Skipping...(11, 7, range(40, 46))-NVI



Reference not found. Skipping...(11, 7, range(40, 46))-aa
Reference not found. Skipping...(11, 7, range(40, 46))-acf
Reference not found. Skipping...(11, 7, range(40, 46))-Guajajara
Reference not found. Skipping...(11, 7, range(40, 46))-Guarani
Reference not found. Skipping...(11, 7, range(40, 46))-NTLH
Reference not found. Skipping...(11, 7, range(40, 46))-NVI



Reference not found. Skipping...(11, 7, range(40, 46))-aa
Reference not found. Skipping...(11, 7, range(40, 46))-acf
Reference not found. Skipping...(11, 7, range(40, 46))-Guajajara
Reference not found. Skipping...(11, 7, range(40, 46))-Guarani
Reference not found. Skipping...(11, 7, range(40, 46))-NTLH
Reference not found. Skipping...(11, 7, range(40, 46))-NVI



Reference not found. Skipping...(11, 7, range(40, 46))-aa
Reference not found. Skipping...(11, 7, range(40, 46))-acf
Reference not found. Skipping...(11, 7, range(40, 46))-Guajajara
Reference not found. Skipping...(11, 7, range(40, 46))-Guarani
Reference not found. Skipping...(11, 7, range(40, 46))-NTLH
Reference not found. Skipping...(11, 7, range(40, 46))-NVI



Reference not found. Skipping...(11, 7, range(40, 46))-aa
Reference not found. Skipping...(11, 7, range(40, 46))-acf
Reference not found. Skipping...(11, 7, range(40, 46))-Guajajara
Reference not found. Skipping...(11, 7, range(40, 46))-Guarani
Reference not found. Skipping...(11, 7, range(40, 46))-NTLH
Reference not found. Skipping...(11, 7, range(40, 46))-NVI



Reference not found. Skipping...(11, 7, range(40, 46))-aa
Reference not found. Skipping...(11, 7, range(40, 46))-acf
Reference not found. Skipping...(11, 7, range(40, 46))-Guajajara
Reference not found. Skipping...(11, 7, range(40, 46))-Guarani
Reference not found. Skipping...(11, 7, range(40, 46))-NTLH
Reference not found. Skipping...(11, 7, range(40, 46))-NVI



Reference not found. Skipping...(11, 8, range(41, 43))-Guajajara
Reference not found. Skipping...(11, 8, range(41, 43))-Guarani
Reference not found. Skipping...(11, 8, range(41, 43))-NVI



Reference not found. Skipping...(11, 8, range(41, 43))-aa
Reference not found. Skipping...(11, 8, range(41, 43))-acf
Reference not found. Skipping...(11, 8, range(41, 43))-Guajajara
Reference not found. Skipping...(11, 8, range(41, 43))-Guarani
Reference not found. Skipping...(11, 8, range(41, 43))-NTLH
Reference not found. Skipping...(11, 8, range(41, 43))-NVI



Reference not found. Skipping...(11, 9, range(20, 22))-Guajajara
Reference not found. Skipping...(11, 9, range(20, 22))-Guarani
Reference not found. Skipping...(11, 9, range(20, 22))-NVI



Reference not found. Skipping...(11, 9, range(20, 22))-aa
Reference not found. Skipping...(11, 9, range(20, 22))-acf
Reference not found. Skipping...(11, 9, range(20, 22))-Guajajara
Reference not found. Skipping...(11, 9, range(20, 22))-Guarani
Reference not found. Skipping...(11, 9, range(20, 22))-NTLH
Reference not found. Skipping...(11, 9, range(20, 22))-NVI



Reference not found. Skipping...(11, 10, range(19, 21))-Guajajara
Reference not found. Skipping...(11, 10, range(19, 21))-Guarani
Reference not found. Skipping...(11, 10, range(19, 21))-NVI



Reference not found. Skipping...(11, 10, range(19, 21))-aa
Reference not found. Skipping...(11, 10, range(19, 21))-acf
Reference not found. Skipping...(11, 10, range(19, 21))-Guajajara
Reference not found. Skipping...(11, 10, range(19, 21))-Guarani
Reference not found. Skipping...(11, 10, range(19, 21))-NTLH
Reference not found. Skipping...(11, 10, range(19, 21))-NVI



Reference not found. Skipping...(11, 11, range(9, 11))-Guajajara
Reference not found. Skipping...(11, 11, range(9, 11))-Guarani
Reference not found. Skipping...(11, 11, range(9, 11))-NVI



Reference not found. Skipping...(11, 11, range(9, 11))-aa
Reference not found. Skipping...(11, 11, range(9, 11))-acf
Reference not found. Skipping...(11, 11, range(9, 11))-Guajajara
Reference not found. Skipping...(11, 11, range(9, 11))-Guarani
Reference not found. Skipping...(11, 11, range(9, 11))-NTLH
Reference not found. Skipping...(11, 11, range(9, 11))-NVI



Reference not found. Skipping...(11, 11, range(15, 17))-Guajajara
Reference not found. Skipping...(11, 11, range(15, 17))-Guarani
Reference not found. Skipping...(11, 11, range(15, 17))-NVI



